date,temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,pressure_msl_mean
2018-11-02 00:00:00+00:00,23.172752,37.34708,0.0,1014.89996
2018-11-03 00:00:00+00:00,22.783167,44.298527,0.0,1013.5249
2018-11-04 00:00:00+00:00,22.154,56.22981,0.0,1013.8042
2018-11-05 00:00:00+00:00,21.324837,56.22768,0.2,1014.78314
2018-11-06 00:00:00+00:00,21.37275,56.32094,0.0,1015.2082
2018-11-07 00:00:00+00:00,21.510248,58.3757,0.0,1016.05835
2018-11-08 00:00:00+00:00,20.812334,65.500755,0.2,1015.9792
2018-11-09 00:00:00+00:00,20.308168,68.961586,0.1,1013.5208
2018-11-10 00:00:00+00:00,20.176916,62.73222,0.0,1014.37085
2018-11-11 00:00:00+00:00,21.314419,48.0497,0.0,1017.36255
2018-11-12 00:00:00+00:00,20.826916,61.04291,0.0,1018.9373
2018-11-13 00:00:00+00:00,20.147753,55.800354,0.0,1015.39996
2018-11-14 00:00:00+00:00,18.512333,68.51358,0.3,1011.93335
2018-11-15 00:00:00+00:00,19.34358,61.08859,0.0,1014.28754
2018-11-16 00:00:00+00:00,19.012333,61.7821,0.0,1019.27094
2018-11-17 00:00:00+00:00,20.251917,53.98178,0.0,1020.19586
2018-11-18 00:00:00+00:00,21.101915,56.89417,0.0,1016.6418
2018-11-19 00:00:00+00:00,20.379,66.04597,0.0,1017.3584
2018-11-20 00:00:00+00:00,21.191502,58.92751,0.0,1020.07086
2018-11-21 00:00:00+00:00,21.620667,49.657185,0.0,1017.70013
2018-11-22 00:00:00+00:00,22.162333,48.175045,0.0,1014.2293
2018-11-23 00:00:00+00:00,18.506086,71.40004,0.4,1014.32495
2018-11-24 00:00:00+00:00,18.612333,69.083565,1.0,1017.37915
2018-11-25 00:00:00+00:00,19.060251,66.55095,0.3,1020.3459
2018-11-26 00:00:00+00:00,19.593584,60.836742,0.0,1018.11676
2018-11-27 00:00:00+00:00,20.545668,49.432957,0.2,1015.80835
2018-11-28 00:00:00+00:00,19.724836,52.261276,0.0,1014.71246
2018-11-29 00:00:00+00:00,19.426916,51.189648,0.0,1012.86664
2018-11-30 00:00:00+00:00,18.081087,44.822052,0.0,1014.0959
2018-12-01 00:00:00+00:00,16.881086,63.64529,0.1,1018.5667
2018-12-02 00:00:00+00:00,17.793585,62.7456,0.0,1016.6209
2018-12-03 00:00:00+00:00,17.143583,63.065342,0.0,1012.9832
2018-12-04 00:00:00+00:00,16.514418,45.05899,0.0,1012.7459
2018-12-05 00:00:00+00:00,14.529002,71.0976,5.4,1012.42084
2018-12-06 00:00:00+00:00,15.32275,73.5692,0.90000004,1012.71246
2018-12-07 00:00:00+00:00,14.9123335,65.06954,0.0,1015.88336
2018-12-08 00:00:00+00:00,15.156083,64.30347,0.0,1019.1416
2018-12-09 00:00:00+00:00,14.231084,61.037292,0.0,1020.7334
